guide_id,gene,control_r1,control_r2,control_r3,treated_r1,treated_r2,treated_r3
SIMG0291_sg1,SIMG0291,1838,2578,2185,1906,1930,1548
SIMG0291_sg2,SIMG0291,6168,6215,4496,5693,7566,3855
SIMG0291_sg3,SIMG0291,3522,3276,2925,3157,2701,2412
SIMG0291_sg4,SIMG0291,4262,3381,3003,3077,3049,2245
SIMG0292_sg1,SIMG0292,5285,6237,3500,4196,4611,2555
SIMG0292_sg2,SIMG0292,9962,9412,10542,9557,7647,11615
SIMG0292_sg3,SIMG0292,1769,3235,2590,3189,2685,2418
SIMG0292_sg4,SIMG0292,3957,3084,4113,5525,4896,3962
SIMG0293_sg1,SIMG0293,5973,6547,4541,5392,4187,5176
SIMG0293_sg2,SIMG0293,4124,4899,5385,8055,4157,3390
SIMG0293_sg3,SIMG0293,5977,6920,5615,8725,5290,4423
SIMG0293_sg4,SIMG0293,3549,4693,4853,5439,5820,4397
SIMG0294_sg1,SIMG0294,5090,3256,3752,4766,3848,2671
SIMG0294_sg2,SIMG0294,2777,3037,3329,4042,3664,2809
SIMG0294_sg3,SIMG0294,3942,4615,3945,4885,3448,3859
SIMG0294_sg4,SIMG0294,4204,3140,3504,3782,4259,3516
SIMG0295_sg1,SIMG0295,6004,8072,7307,8583,4086,4233
SIMG0295_sg2,SIMG0295,3822,3786,2484,2926,2352,2117
SIMG0295_sg3,SIMG0295,6110,4088,5229,4497,5512,4051
SIMG0295_sg4,SIMG0295,4171,4490,3778,4561,3910,3179
SIMG0296_sg1,SIMG0296,2848,3925,2435,3029,3787,3184
SIMG0296_sg2,SIMG0296,8068,7744,6402,5033,4962,4714
SIMG0296_sg3,SIMG0296,6800,5372,5914,7864,6180,4481
SIMG0296_sg4,SIMG0296,7209,8105,5788,9013,6818,6340
SIMG0297_sg1,SIMG0297,2317,3089,5679,3587,3263,4444
SIMG0297_sg2,SIMG0297,4325,5653,3652,3725,4331,2491
SIMG0297_sg3,SIMG0297,3451,5025,3916,4126,3310,3544
SIMG0297_sg4,SIMG0297,6955,7764,8229,7022,6595,4983
SIMG0298_sg1,SIMG0298,6456,6712,5244,6575,6097,4355
SIMG0298_sg2,SIMG0298,5996,6701,6984,8383,9203,4691
SIMG0298_sg3,SIMG0298,2646,2510,2974,2871,3840,2438
SIMG0298_sg4,SIMG0298,7503,10607,7969,11680,11082,8340
SIMG0299_sg1,SIMG0299,1996,2915,1529,2264,1481,1632
SIMG0299_sg2,SIMG0299,8112,5814,5205,6390,9556,3300
SIMG0299_sg3,SIMG0299,5087,4491,5368,5427,4165,4930
SIMG0299_sg4,SIMG0299,5084,4535,4802,7683,5205,3720
SIMG0300_sg1,SIMG0300,5703,6638,4309,3728,5185,2972
SIMG0300_sg2,SIMG0300,7287,5534,5123,5189,4967,3683
SIMG0300_sg3,SIMG0300,6168,4037,4437,5776,6295,4613
SIMG0300_sg4,SIMG0300,4216,3201,2381,2454,3029,1913
NTC_sg01,NON_TARGETING,4440,4145,2866,3334,2623,2498
NTC_sg02,NON_TARGETING,3910,3951,6182,5201,3899,3556
NTC_sg03,NON_TARGETING,2160,2326,2334,2551,1676,2304
NTC_sg04,NON_TARGETING,3826,3015,4164,2675,3650,1850
NTC_sg05,NON_TARGETING,6228,3614,3940,4122,4862,4717
NTC_sg06,NON_TARGETING,5570,6021,3899,5427,8539,5260
NTC_sg07,NON_TARGETING,7768,7619,6176,6357,5443,4536
NTC_sg08,NON_TARGETING,6725,7424,6527,5018,6372,3226
NTC_sg09,NON_TARGETING,3201,2443,2056,3030,1990,1689
NTC_sg10,NON_TARGETING,2809,2772,3224,2539,3333,2783
NTC_sg11,NON_TARGETING,3433,3444,2888,2630,3650,3139
NTC_sg12,NON_TARGETING,2463,2659,2450,2591,2609,2106
NTC_sg13,NON_TARGETING,7606,6381,7388,4924,4990,7182
NTC_sg14,NON_TARGETING,11261,9105,8194,14605,10406,9537
NTC_sg15,NON_TARGETING,4545,5762,4180,5587,4917,4745
NTC_sg16,NON_TARGETING,2256,2526,1596,2771,2825,1912
NTC_sg17,NON_TARGETING,3845,4414,2477,3280,4084,2632
NTC_sg18,NON_TARGETING,6246,9897,7003,8859,5059,4884
NTC_sg19,NON_TARGETING,3769,2414,3939,4565,3871,4102
NTC_sg20,NON_TARGETING,2584,2009,2436,2890,2500,2476
NTC_sg21,NON_TARGETING,7951,6644,7562,6068,6013,6102
NTC_sg22,NON_TARGETING,2214,2268,1930,2498,1641,1549
NTC_sg23,NON_TARGETING,6756,5109,4887,5742,3405,5125
NTC_sg24,NON_TARGETING,4846,6236,5280,7130,5169,5682
NTC_sg25,NON_TARGETING,7472,6743,4633,4159,4549,4514
NTC_sg26,NON_TARGETING,8198,6695,6880,5426,6782,6053
NTC_sg27,NON_TARGETING,5420,7969,4768,5129,5170,3942
NTC_sg28,NON_TARGETING,5798,7935,3615,5384,5543,4586
NTC_sg29,NON_TARGETING,5971,7518,4058,8350,6512,4502
NTC_sg30,NON_TARGETING,6492,7342,6279,7230,7255,4785
NTC_sg31,NON_TARGETING,2636,4228,3116,3274,3635,2433
NTC_sg32,NON_TARGETING,4044,2983,2572,3911,3390,2622
NTC_sg33,NON_TARGETING,3606,3719,2887,4275,4287,2621
NTC_sg34,NON_TARGETING,3660,2871,4086,5448,3288,3220
NTC_sg35,NON_TARGETING,4676,5358,5312,5687,3692,3751
NTC_sg36,NON_TARGETING,2905,4340,3125,4240,3979,2905
NTC_sg37,NON_TARGETING,4037,3508,4886,3899,3635,2645
NTC_sg38,NON_TARGETING,2998,3299,3873,5027,3756,3408
NTC_sg39,NON_TARGETING,7073,7193,4007,4759,7680,4255
NTC_sg40,NON_TARGETING,7205,12055,5992,7667,6865,7078
