strain,temperature_c,replicate,time_h,od600
ZW-THERM-01,70,3,19,1.1065
ZW-THERM-01,70,3,20,1.1256
ZW-THERM-01,70,3,21,1.1472
ZW-THERM-01,70,3,22,1.0216
ZW-THERM-01,70,3,23,1.0609
ZW-THERM-01,70,3,24,1.0481
ZW-THERM-01,70,3,25,1.0870
ZW-THERM-01,70,3,26,1.0672
ZW-THERM-01,70,3,27,1.0897
ZW-THERM-01,70,3,28,1.0904
ZW-THERM-01,70,3,29,1.0228
ZW-THERM-01,70,3,30,1.1229
ZW-THERM-01,73,1,0,0.0181
ZW-THERM-01,73,1,1,0.0598
ZW-THERM-01,73,1,2,0.1667
ZW-THERM-01,73,1,3,0.3940
ZW-THERM-01,73,1,4,0.6791
ZW-THERM-01,73,1,5,0.9096
ZW-THERM-01,73,1,6,1.0361
ZW-THERM-01,73,1,7,1.1357
ZW-THERM-01,73,1,8,1.1611
ZW-THERM-01,73,1,9,1.1632
ZW-THERM-01,73,1,10,1.1134
ZW-THERM-01,73,1,11,1.1323
ZW-THERM-01,73,1,12,1.1361
ZW-THERM-01,73,1,13,1.1759
ZW-THERM-01,73,1,14,1.0902
ZW-THERM-01,73,1,15,1.1084
ZW-THERM-01,73,1,16,1.1065
ZW-THERM-01,73,1,17,1.0634
ZW-THERM-01,73,1,18,1.1505
ZW-THERM-01,73,1,19,1.1426
ZW-THERM-01,73,1,20,1.1611
ZW-THERM-01,73,1,21,1.1606
ZW-THERM-01,73,1,22,1.1248
ZW-THERM-01,73,1,23,1.2250
ZW-THERM-01,73,1,24,1.0620
ZW-THERM-01,73,1,25,1.1134
ZW-THERM-01,73,1,26,1.1768
ZW-THERM-01,73,1,27,1.0908
ZW-THERM-01,73,1,28,1.1137
ZW-THERM-01,73,1,29,1.1080
ZW-THERM-01,73,1,30,1.1317
ZW-THERM-01,73,2,0,0.0163
ZW-THERM-01,73,2,1,0.0598
ZW-THERM-01,73,2,2,0.1568
ZW-THERM-01,73,2,3,0.3572
ZW-THERM-01,73,2,4,0.7237
ZW-THERM-01,73,2,5,0.9875
ZW-THERM-01,73,2,6,1.0350
ZW-THERM-01,73,2,7,1.0366
ZW-THERM-01,73,2,8,1.1668
ZW-THERM-01,73,2,9,1.1400
ZW-THERM-01,73,2,10,1.0854
ZW-THERM-01,73,2,11,1.1257
ZW-THERM-01,73,2,12,1.0646
ZW-THERM-01,73,2,13,1.0275
ZW-THERM-01,73,2,14,1.0831
ZW-THERM-01,73,2,15,1.3071
ZW-THERM-01,73,2,16,1.1339
ZW-THERM-01,73,2,17,1.1088
ZW-THERM-01,73,2,18,1.1059
ZW-THERM-01,73,2,19,1.2080
ZW-THERM-01,73,2,20,1.1319
ZW-THERM-01,73,2,21,1.0544
ZW-THERM-01,73,2,22,1.1555
ZW-THERM-01,73,2,23,1.1007
ZW-THERM-01,73,2,24,1.1048
ZW-THERM-01,73,2,25,1.1258
ZW-THERM-01,73,2,26,1.0941
ZW-THERM-01,73,2,27,1.1220
ZW-THERM-01,73,2,28,1.2081
ZW-THERM-01,73,2,29,1.1785
ZW-THERM-01,73,2,30,1.2040
ZW-THERM-01,73,3,0,0.0207
ZW-THERM-01,73,3,1,0.0547
ZW-THERM-01,73,3,2,0.1722
ZW-THERM-01,73,3,3,0.3532
ZW-THERM-01,73,3,4,0.7016
ZW-THERM-01,73,3,5,1.0182
ZW-THERM-01,73,3,6,1.1451
ZW-THERM-01,73,3,7,1.1218
ZW-THERM-01,73,3,8,1.1236
ZW-THERM-01,73,3,9,1.1253
ZW-THERM-01,73,3,10,1.0893
ZW-THERM-01,73,3,11,1.1408
ZW-THERM-01,73,3,12,1.1181
ZW-THERM-01,73,3,13,1.1785
ZW-THERM-01,73,3,14,1.1761
ZW-THERM-01,73,3,15,1.2179
ZW-THERM-01,73,3,16,1.1273
ZW-THERM-01,73,3,17,1.1279
ZW-THERM-01,73,3,18,1.0927
ZW-THERM-01,73,3,19,1.2140
ZW-THERM-01,73,3,20,1.1285
ZW-THERM-01,73,3,21,1.1918
ZW-THERM-01,73,3,22,1.0935
ZW-THERM-01,73,3,23,1.1597
ZW-THERM-01,73,3,24,1.1953
ZW-THERM-01,73,3,25,1.1626
ZW-THERM-01,73,3,26,1.1033
ZW-THERM-01,73,3,27,1.0859
ZW-THERM-01,73,3,28,1.2075
ZW-THERM-01,73,3,29,1.0971
ZW-THERM-01,73,3,30,1.1606
ZW-THERM-01,76,1,0,0.0175
ZW-THERM-01,76,1,1,0.0444
ZW-THERM-01,76,1,2,0.0866
ZW-THERM-01,76,1,3,0.1579
ZW-THERM-01,76,1,4,0.2679
ZW-THERM-01,76,1,5,0.3967
ZW-THERM-01,76,1,6,0.6347
ZW-THERM-01,76,1,7,0.6429
ZW-THERM-01,76,1,8,0.7336
ZW-THERM-01,76,1,9,0.8081
ZW-THERM-01,76,1,10,0.7556
ZW-THERM-01,76,1,11,0.8282
ZW-THERM-01,76,1,12,0.9043
ZW-THERM-01,76,1,13,0.8498
ZW-THERM-01,76,1,14,0.8022
ZW-THERM-01,76,1,15,0.7432
ZW-THERM-01,76,1,16,0.8299
ZW-THERM-01,76,1,17,0.7780
ZW-THERM-01,76,1,18,0.7810
ZW-THERM-01,76,1,19,0.8602
ZW-THERM-01,76,1,20,0.7310
ZW-THERM-01,76,1,21,0.8094
ZW-THERM-01,76,1,22,0.8685
ZW-THERM-01,76,1,23,0.7977
ZW-THERM-01,76,1,24,0.8111
ZW-THERM-01,76,1,25,0.8947
ZW-THERM-01,76,1,26,0.7703
ZW-THERM-01,76,1,27,0.7810
ZW-THERM-01,76,1,28,0.8292
ZW-THERM-01,76,1,29,0.8436
ZW-THERM-01,76,1,30,0.8613
ZW-THERM-01,76,2,0,0.0195
ZW-THERM-01,76,2,1,0.0413
ZW-THERM-01,76,2,2,0.0952
ZW-THERM-01,76,2,3,0.1608
ZW-THERM-01,76,2,4,0.3322
ZW-THERM-01,76,2,5,0.4729
ZW-THERM-01,76,2,6,0.5678
ZW-THERM-01,76,2,7,0.6525
ZW-THERM-01,76,2,8,0.7098
ZW-THERM-01,76,2,9,0.7902
ZW-THERM-01,76,2,10,0.7931
ZW-THERM-01,76,2,11,0.8412
ZW-THERM-01,76,2,12,0.9140
ZW-THERM-01,76,2,13,0.8501
ZW-THERM-01,76,2,14,0.8024
ZW-THERM-01,76,2,15,0.8162
ZW-THERM-01,76,2,16,0.8407
ZW-THERM-01,76,2,17,0.8445
ZW-THERM-01,76,2,18,0.8622
ZW-THERM-01,76,2,19,0.7380
ZW-THERM-01,76,2,20,0.8268
ZW-THERM-01,76,2,21,0.8080
ZW-THERM-01,76,2,22,0.8646
ZW-THERM-01,76,2,23,0.7683
ZW-THERM-01,76,2,24,0.7642
ZW-THERM-01,76,2,25,0.8334
ZW-THERM-01,76,2,26,0.8153
ZW-THERM-01,76,2,27,0.8180
ZW-THERM-01,76,2,28,0.8979
ZW-THERM-01,76,2,29,0.9147
ZW-THERM-01,76,2,30,0.7958
ZW-THERM-01,76,3,0,0.0233
ZW-THERM-01,76,3,1,0.0424
ZW-THERM-01,76,3,2,0.0786
ZW-THERM-01,76,3,3,0.1639
ZW-THERM-01,76,3,4,0.3207
ZW-THERM-01,76,3,5,0.4600
ZW-THERM-01,76,3,6,0.6514
ZW-THERM-01,76,3,7,0.6761
ZW-THERM-01,76,3,8,0.7850
ZW-THERM-01,76,3,9,0.8096
ZW-THERM-01,76,3,10,0.8490
ZW-THERM-01,76,3,11,0.7648
ZW-THERM-01,76,3,12,0.8109
ZW-THERM-01,76,3,13,0.8748
ZW-THERM-01,76,3,14,0.7777
ZW-THERM-01,76,3,15,0.8364
ZW-THERM-01,76,3,16,0.7869
ZW-THERM-01,76,3,17,0.7941
ZW-THERM-01,76,3,18,0.7307
ZW-THERM-01,76,3,19,0.8049
ZW-THERM-01,76,3,20,0.8223
ZW-THERM-01,76,3,21,0.8518
ZW-THERM-01,76,3,22,0.8359
ZW-THERM-01,76,3,23,0.8346
ZW-THERM-01,76,3,24,0.7896
ZW-THERM-01,76,3,25,0.8804
ZW-THERM-01,76,3,26,0.7776
ZW-THERM-01,76,3,27,0.8336
ZW-THERM-01,76,3,28,0.7425
ZW-THERM-01,76,3,29,0.8998
ZW-THERM-01,76,3,30,0.7306
ZW-THERM-01,79,1,0,0.0229
ZW-THERM-01,79,1,1,0.0222
ZW-THERM-01,79,1,2,0.0238
ZW-THERM-01,79,1,3,0.0131
ZW-THERM-01,79,1,4,0.0200
ZW-THERM-01,79,1,5,0.0169
ZW-THERM-01,79,1,6,0.0216
ZW-THERM-01,79,1,7,0.0243
ZW-THERM-01,79,1,8,0.0200
ZW-THERM-01,79,1,9,0.0156
ZW-THERM-01,79,1,10,0.0176
ZW-THERM-01,79,1,11,0.0218
ZW-THERM-01,79,1,12,0.0208
ZW-THERM-01,79,1,13,0.0266
ZW-THERM-01,79,1,14,0.0103
ZW-THERM-01,79,1,15,0.0123
ZW-THERM-01,79,1,16,0.0198
ZW-THERM-01,79,1,17,0.0193
ZW-THERM-01,79,1,18,0.0218
ZW-THERM-01,79,1,19,0.0175
ZW-THERM-01,79,1,20,0.0275
ZW-THERM-01,79,1,21,0.0160
ZW-THERM-01,79,1,22,0.0157
ZW-THERM-01,79,1,23,0.0153
ZW-THERM-01,79,1,24,0.0190
ZW-THERM-01,79,1,25,0.0244
ZW-THERM-01,79,1,26,0.0196
ZW-THERM-01,79,1,27,0.0230
ZW-THERM-01,79,1,28,0.0158
ZW-THERM-01,79,1,29,0.0230
ZW-THERM-01,79,1,30,0.0205
ZW-THERM-01,79,2,0,0.0181
ZW-THERM-01,79,2,1,0.0253
ZW-THERM-01,79,2,2,0.0128
ZW-THERM-01,79,2,3,0.0172
ZW-THERM-01,79,2,4,0.0077
ZW-THERM-01,79,2,5,0.0181
ZW-THERM-01,79,2,6,0.0246
ZW-THERM-01,79,2,7,0.0183
ZW-THERM-01,79,2,8,0.0167
ZW-THERM-01,79,2,9,0.0242
ZW-THERM-01,79,2,10,0.0163
ZW-THERM-01,79,2,11,0.0113
ZW-THERM-01,79,2,12,0.0181
ZW-THERM-01,79,2,13,0.0139
ZW-THERM-01,79,2,14,0.0190
ZW-THERM-01,79,2,15,0.0239
ZW-THERM-01,79,2,16,0.0200
ZW-THERM-01,79,2,17,0.0163
ZW-THERM-01,79,2,18,0.0251
ZW-THERM-01,79,2,19,0.0232
ZW-THERM-01,79,2,20,0.0193
ZW-THERM-01,79,2,21,0.0297
ZW-THERM-01,79,2,22,0.0200
ZW-THERM-01,79,2,23,0.0241
ZW-THERM-01,79,2,24,0.0220
ZW-THERM-01,79,2,25,0.0192
ZW-THERM-01,79,2,26,0.0233
ZW-THERM-01,79,2,27,0.0174
ZW-THERM-01,79,2,28,0.0223
ZW-THERM-01,79,2,29,0.0173
ZW-THERM-01,79,2,30,0.0121
ZW-THERM-01,79,3,0,0.0194
ZW-THERM-01,79,3,1,0.0188
ZW-THERM-01,79,3,2,0.0219
ZW-THERM-01,79,3,3,0.0184
ZW-THERM-01,79,3,4,0.0231
ZW-THERM-01,79,3,5,0.0200
ZW-THERM-01,79,3,6,0.0222
ZW-THERM-01,79,3,7,0.0239
ZW-THERM-01,79,3,8,0.0188
ZW-THERM-01,79,3,9,0.0196
ZW-THERM-01,79,3,10,0.0217
ZW-THERM-01,79,3,11,0.0201
ZW-THERM-01,79,3,12,0.0160
ZW-THERM-01,79,3,13,0.0162
ZW-THERM-01,79,3,14,0.0239
ZW-THERM-01,79,3,15,0.0179
ZW-THERM-01,79,3,16,0.0163
ZW-THERM-01,79,3,17,0.0186
ZW-THERM-01,79,3,18,0.0137
ZW-THERM-01,79,3,19,0.0248
ZW-THERM-01,79,3,20,0.0195
ZW-THERM-01,79,3,21,0.0213
ZW-THERM-01,79,3,22,0.0111
ZW-THERM-01,79,3,23,0.0256
ZW-THERM-01,79,3,24,0.0199
ZW-THERM-01,79,3,25,0.0225
ZW-THERM-01,79,3,26,0.0173
ZW-THERM-01,79,3,27,0.0209
ZW-THERM-01,79,3,28,0.0223
ZW-THERM-01,79,3,29,0.0207
ZW-THERM-01,79,3,30,0.0212
ZW-THERM-01,82,1,0,0.0193
ZW-THERM-01,82,1,1,0.0209
ZW-THERM-01,82,1,2,0.0279
ZW-THERM-01,82,1,3,0.0156
ZW-THERM-01,82,1,4,0.0190
ZW-THERM-01,82,1,5,0.0129
ZW-THERM-01,82,1,6,0.0179
ZW-THERM-01,82,1,7,0.0153
ZW-THERM-01,82,1,8,0.0243
ZW-THERM-01,82,1,9,0.0213
ZW-THERM-01,82,1,10,0.0113
ZW-THERM-01,82,1,11,0.0207
ZW-THERM-01,82,1,12,0.0221
ZW-THERM-01,82,1,13,0.0149
ZW-THERM-01,82,1,14,0.0258
ZW-THERM-01,82,1,15,0.0203
ZW-THERM-01,82,1,16,0.0192
ZW-THERM-01,82,1,17,0.0190
ZW-THERM-01,82,1,18,0.0152
ZW-THERM-01,82,1,19,0.0197
ZW-THERM-01,82,1,20,0.0242
ZW-THERM-01,82,1,21,0.0187
ZW-THERM-01,82,1,22,0.0198
ZW-THERM-01,82,1,23,0.0275
ZW-THERM-01,82,1,24,0.0171
ZW-THERM-01,82,1,25,0.0187
ZW-THERM-01,82,1,26,0.0164
ZW-THERM-01,82,1,27,0.0212
ZW-THERM-01,82,1,28,0.0238
ZW-THERM-01,82,1,29,0.0171
ZW-THERM-01,82,1,30,0.0200
ZW-THERM-01,82,2,0,0.0239
ZW-THERM-01,82,2,1,0.0203
ZW-THERM-01,82,2,2,0.0270
ZW-THERM-01,82,2,3,0.0153
ZW-THERM-01,82,2,4,0.0174
ZW-THERM-01,82,2,5,0.0224
ZW-THERM-01,82,2,6,0.0260
ZW-THERM-01,82,2,7,0.0159
ZW-THERM-01,82,2,8,0.0185
ZW-THERM-01,82,2,9,0.0251
ZW-THERM-01,82,2,10,0.0166
ZW-THERM-01,82,2,11,0.0208
ZW-THERM-01,82,2,12,0.0195
ZW-THERM-01,82,2,13,0.0159
ZW-THERM-01,82,2,14,0.0215
ZW-THERM-01,82,2,15,0.0190
ZW-THERM-01,82,2,16,0.0232
ZW-THERM-01,82,2,17,0.0213
ZW-THERM-01,82,2,18,0.0224
ZW-THERM-01,82,2,19,0.0207
ZW-THERM-01,82,2,20,0.0122
ZW-THERM-01,82,2,21,0.0199
ZW-THERM-01,82,2,22,0.0279
ZW-THERM-01,82,2,23,0.0179
ZW-THERM-01,82,2,24,0.0223
ZW-THERM-01,82,2,25,0.0250
ZW-THERM-01,82,2,26,0.0144
ZW-THERM-01,82,2,27,0.0239
ZW-THERM-01,82,2,28,0.0112
ZW-THERM-01,82,2,29,0.0178
ZW-THERM-01,82,2,30,0.0129
ZW-THERM-01,82,3,0,0.0170
ZW-THERM-01,82,3,1,0.0265
ZW-THERM-01,82,3,2,0.0185
ZW-THERM-01,82,3,3,0.0192
ZW-THERM-01,82,3,4,0.0217
ZW-THERM-01,82,3,5,0.0193
ZW-THERM-01,82,3,6,0.0142
ZW-THERM-01,82,3,7,0.0200
ZW-THERM-01,82,3,8,0.0216
ZW-THERM-01,82,3,9,0.0196
ZW-THERM-01,82,3,10,0.0144
ZW-THERM-01,82,3,11,0.0152
ZW-THERM-01,82,3,12,0.0153
ZW-THERM-01,82,3,13,0.0250
ZW-THERM-01,82,3,14,0.0160
ZW-THERM-01,82,3,15,0.0274
ZW-THERM-01,82,3,16,0.0184
ZW-THERM-01,82,3,17,0.0181
ZW-THERM-01,82,3,18,0.0236
ZW-THERM-01,82,3,19,0.0199
ZW-THERM-01,82,3,20,0.0193
ZW-THERM-01,82,3,21,0.0177
ZW-THERM-01,82,3,22,0.0234
ZW-THERM-01,82,3,23,0.0184
ZW-THERM-01,82,3,24,0.0221
ZW-THERM-01,82,3,25,0.0218
ZW-THERM-01,82,3,26,0.0181
ZW-THERM-01,82,3,27,0.0237
ZW-THERM-01,82,3,28,0.0138
ZW-THERM-01,82,3,29,0.0149
ZW-THERM-01,82,3,30,0.0228
